CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
I-200-18052-394637,CERTIFIED,3/9/18,3/15/18,H-1B,9/7/18,9/7/21,LIFE TECHNOLOGIES CORPORATION,THERMO  FISHER SCIENTIFIC_ LIFE SCIENCES SOLUTIONS,5781 VAN ALLEN WAY,CARLSBAD,CA,92008,UNITED STATES OF AMERICA,,7689183874,,Y,HERBEK_ SARA,ATLANTA,GA,BUSINESS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541710,1,1,0,0,0,0,0,Y,"75,133.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"75,133.00","114,500.00",Year,N,N,NA,,,CARLSBAD,SAN DIEGO,CA,92008,
I-200-18064-135663,DENIED,3/5/18,3/9/18,H-1B,3/5/18,3/14/19,NELSON ENTERPRISE TECHNOLOGY SERVICES,,4401 FAIR LAKES COURT,FAIRFAX,VA,22033,UNITED STATES OF AMERICA,,7036778721,,N,_,,,SYSTEM ADMINISTRATOR,15-1142,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,541519,1,0,1,0,0,0,0,Y,34.01,Hour,Level III,Other,2017,OFLC ONLINE DATA CENTER,31.15,0,Hour,N,N,NA,Y,,FAIRFAX,FAIRFAX,VA,22033,
I-200-18067-516647,CERTIFIED,3/8/18,3/14/18,H-1B,8/16/18,8/15/21,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES_ INC.,,8201 GREENSBORO DRIVE,MCLEAN,VA,22102,UNITED STATES OF AMERICA,,2026915980,,Y,SPAIC_ SVETLANA,CENTERVILLE,MA,SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,0,1,0,0,0,0,Y,"84,100.00",Year,N/A,Other,2017,MERCER BENCHMARK DATA. INFO. TECHNOLOGY SURVEY REPORT 2017,"84,100.00",0,Year,N,N,NA,,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20212,
I-200-18064-970683,WITHDRAWN,3/5/18,3/7/18,H-1B,9/4/18,9/4/21,LIFESTYLE HEARING CORP. (USA)_ INC.,AUDIOLOGICAL CONSULTANTS OF ATLANTA,1101 BRICKELL AVENUE,MIAMI,FL,33131,UNITED STATES OF AMERICA,,7865634010,,Y,POSEL_ LAINE,ATLANTA,GA,AUDIOLOGIST,29-1181,AUDIOLOGISTS,621340,1,1,0,0,0,0,0,Y,"73,923.00",Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,"80,000.00",0,Year,N,N,NA,,,GRIFFIN,SPAULDING,GA,30224,
I-200-18067-491792,CERTIFIED,3/8/18,3/14/18,H-1B,9/5/18,9/5/21,D2SOL_ INC.,N/A,133 KEYBRIDGE DRIVE,MORRISVILLE,NC,27560,UNITED STATES OF AMERICA,N/A,8017703390,,Y,AHMED_ FARHAT,NORTH POTOMAC,MD,CURAM DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541519,1,1,0,0,0,0,0,Y,"81,600.00",Year,N/A,Other,2017,HRA-NCA COMPENSATION SURVEY,"90,000.00",0,Year,Y,N,Y,,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20024,
I-200-18067-519325,CERTIFIED,3/8/18,3/14/18,H-1B,7/5/18,7/4/21,EXLSERVICE.COM_ LLC,N/A,280 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES OF AMERICA,,2122777100,,Y,SOVERN_ GRANT,MADISON,WI,SENIOR ANALYTICS CONSULTANT,15-2041,STATISTICIANS,541990,1,0,0,1,0,0,0,Y,"83,400.00",Year,N/A,Other,2017,US MBD MERCER BENCHMARK DATABASE IT SURVEY,"83,400.00","108,400.00",Year,N,N,NA,,,JERSEY CITY,HUDSON,NJ,7302,
I-200-18058-818481,CERTIFIED,2/27/18,3/5/18,H-1B,3/15/18,3/14/21,CUMMINS INC.,,2931 ELM HILL PIKE,NASHVILLE,TN,37214,UNITED STATES OF AMERICA,,6159862590,,Y,PETERSON-ROSS_ CHERI,CHICAGO,IL,MAINTENANCE ENGINEER - SENIOR,17-2141,MECHANICAL ENGINEERS,3336,1,0,0,1,0,0,0,Y,"67,119.00",Year,N/A,Other,2017,FALL DIETRICH ENGINEERING SALARY SURVEY,"69,600.00","104,400.00",Year,N,N,NA,,,DALLAS,DALLAS,TX,75236,
I-200-18054-340227,CERTIFIED,2/27/18,3/5/18,H-1B,8/15/18,8/14/21,UNIVERSITY OF MIAMI,,1252 MEMORIAL DRIVE_ 140 ASHE BLDG.,CORAL GABLES,FL,33134,UNITED STATES OF AMERICA,,3052843386,,Y,BLUMBERG_ AARON,MIAMI,FL,ASSOCIATE PROFESSOR,25-1063,ECONOMICS TEACHERS_ POSTSECONDARY,611310,1,0,1,0,0,0,0,Y,"86,010.00",Year,Level I,OES,2017,,"163,216.00",0,Year,N,N,,,,CORAL GABLES,MIAMI-DADE,FL,33146,
I-200-18057-242282,CERTIFIED,2/26/18,3/2/18,H-1B,8/1/18,7/31/19,UNIVERSITY OF TEXAS RIO GRANDE VALLEY,N/A,1201 WEST UNIVERSITY DRIVE,EDINBURG,TX,78539,UNITED STATES OF AMERICA,,9566652451,3021,N,_,,,LECTURER,25-1032,ENGINEERING TEACHERS_ POSTSECONDARY,611310,1,1,0,0,0,0,0,Y,"46,300.00",Year,Level I,OES,2017,,"48,000.00",0,Year,N,N,NA,,,EDINBURG,HIDALGO,TX,78539-2999,
I-200-17356-312641,CERTIFIED,2/27/18,3/5/18,H-1B,6/22/18,6/22/21,AMAZON.COM SERVICES_ INC.,N/A,2021 7TH AVE,SEATTLE,WA,98121,UNITED STATES OF AMERICA,N/A,2062661000,,Y,GROBAN_ JR._ ROBERT,NEW YORK,NY,SENIOR PRODUCT MANAGER,Nov-21,MARKETING MANAGERS,454111,1,1,0,0,0,0,0,Y,"116,204.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"120,000.00",0,Year,N,N,NA,Y,,SEATTLE,KING,WA,98109,
I-200-18057-610705,CERTIFIED,2/27/18,3/5/18,H-1B,8/28/18,8/27/21,HALLIBURTON ENERGY SERVICES_ INC.,,3000 N.  SAM HOUSTON PARKWAY EAST,HOUSTON,TX,77032,UNITED STATES OF AMERICA,,7138394625,,Y,JOHNYKUTTY_ SOPHIA,HOUSTON,TX,PRINCIPAL R&D MECHANICAL ENGINEER,17-2141,MECHANICAL ENGINEERS,541330,1,1,0,0,0,0,0,Y,"109,195.00",Year,N/A,OES,2017,DIETRICH 2017 FALL ENGINEERING SALARY SURVEY,"111,834.00",0,Year,N,N,,,,HOUSTON,HARRIS,TX,77032,
I-200-18057-289496,CERTIFIED,2/27/18,3/5/18,H-1B,8/26/18,8/25/21,CHARTER COMMUNICATIONS_ INC.,,12405 POWERSCOURT DRIVE,ST. LOUIS,MO,63131,UNITED STATES OF AMERICA,,3145432412,,Y,MADERA_ MICHELE,PHILADELPHIA,PA,NETWORK ENGINEER II,15-1143,COMPUTER NETWORK ARCHITECTS,515210,1,1,0,0,0,0,0,Y,"62,600.00",Year,N/A,Other,2017,US MBD MERCER BENCHMARK DATABASE IT SURVEY,"73,700.00","117,700.00",Year,N,N,NA,,,AUSTIN,TRAVIS,TX,78758,
I-200-18054-262634,CERTIFIED,2/28/18,3/6/18,H-1B,8/25/18,8/24/21,JPMORGAN CHASE &AMP; CO.,,10 S. DEARBORN STREET,CHICAGO,IL,60603,UNITED STATES OF AMERICA,,3127327014,,Y,HO_ TINA,RALEIGH,NC,ANALYST,13-2051,FINANCIAL ANALYSTS,551112,1,1,0,0,0,0,0,Y,"68,600.00",Year,N/A,Other,2017,TOWERS WATSON PROFESSIONAL (ACCOUNTING & FINANCE) COMPENSATION SURVEY,"75,000.00",0,Year,N,N,NA,Y,,NEW YORK,NEW YORK,NY,10004,
I-200-18054-321934,DENIED,2/23/18,2/28/18,H-1B,2/28/18,9/16/20,TELECOMGATEWAY LLC,N/A,9300 JOHN HICKMAN PARKWAY,FRISCO,TX,75035,UNITED STATES OF AMERICA,,6108886649,,Y,HAQ_ IFTEKHAR,WASHINGTON,DC,SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,0,0,0,0,1,1,Y,"69,909.00",Year,Level I,Other,2018,OFLC ONLINE DATA CENTER,"70,000.00",0,Year,Y,N,Y,Y,,BETHESDA,MONTGOMERY,MD,20814,
I-200-18032-574031,CERTIFIED-WITHDRAWN,2/27/18,3/6/18,H-1B,8/1/18,7/31/21,SPIDERCLOUD WIRELESS_ INC.,,ONE RIVERFRONT PLAZA,CORNING,NY,14831-1483,UNITED STATES OF AMERICA,,6.07975E+11,,Y,WATT_ MARGOT,BUFFALO,NY,SENIOR SOFTWARE ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,33422,1,1,0,0,0,0,0,Y,"146,561.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"146,561.00",0,Year,Y,N,Y,,,MILPITAS,SANTA CLARA,CA,95035,3/2/18
I-200-18058-850932,CERTIFIED,2/27/18,3/5/18,H-1B,7/1/18,6/14/21,CORPUS CHRISTI HOSPITALISTS PLLC,,3765 SOUTH ALAMEDA STREET,CORPUS CHRISTI,TX,78411,UNITED STATES OF AMERICA,,3618763698,,Y,RUIZ-STEELE_ SILAS,READING,PA,INTERNAL MEDICINE HOSPITALIST PHYSICIAN,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,621111,1,0,0,0,0,1,0,Y,"203,278.00",Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,"240,000.00",0,Year,N,N,NA,Y,,CORPUS CHRISTI,NUECES,TX,78411,
I-200-18053-302389,DENIED,2/23/18,2/27/18,H-1B,8/24/18,8/23/21,MORGAN STANLEY INVESTMENT MANAGEMENT INC.,,1585 BROADWAY,NEW YORK,NY,10036,UNITED STATES OF AMERICA,,9142250331,,Y,MACILWAINE_ KATHERINE,RALEIGH,NC,VICE PRESIDENT,13-2051,FINANCIAL ANALYSTS,523110,1,1,0,0,0,0,0,Y,"165,006.00",Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,"200,000.00",0,Year,N,N,NA,Y,,NEW YORK,NEW YORK,NY,10036,
I-200-18054-192287,CERTIFIED,2/23/18,3/1/18,H-1B,3/5/18,3/5/21,NEW YORK TECHNOLOGY PARTNERS_ INC.,,111 TOWN SQUARE PLACE,JERSEY CITY,NJ,7310,UNITED STATES OF AMERICA,,2015212103,,Y,OROCHENA_ REBECCA,JERSEY CITY,NJ,COMPUTER SYSTEMS ENGINEER/ARCHITECT,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,541511,1,1,0,0,0,0,0,Y,"96,325.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"97,000.00",0,Year,Y,N,Y,,,SUNNYVALE,SANTA CLARA,CA,94085,
I-200-18049-464797,CERTIFIED,2/26/18,3/2/18,H-1B,8/20/18,8/19/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,POORAK_ SHARON,ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"57,096.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"57,096.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103,
I-200-18054-443446,CERTIFIED,2/23/18,3/1/18,H-1B,3/5/18,3/5/21,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,48084,UNITED STATES OF AMERICA,,2487127983,,Y,WISNIEWSKI_ JOEL,TROY,MI,SALESFORCE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,561320,1,0,0,0,0,1,0,Y,48.27,Hour,Level III,OES,2017,OFLC ONLINE DATA CENTER,70,0,Hour,N,N,NA,Y,,ROCK HILL,YORK,SC,29730,
I-200-18057-152968,CERTIFIED,2/26/18,3/2/18,H-1B,8/28/18,8/27/21,BURO HAPPOLD CONSULTING ENGINEERS_ INC.,N/A,800 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,UNITED STATES OF AMERICA,,3109454800,,Y,SCHWARZ_ DAN,NEW YORK,NY,GRADUATE MECHANICAL ENGINEER,17-2141,MECHANICAL ENGINEERS,541330,1,1,0,0,0,0,0,Y,"66,505.00",Year,N/A,Other,2017,DIETRICH FALL 2017 ENGINEERING SALARY SURVEY,"66,505.00",0,Year,N,N,,,,LOS ANGELES,LOS ANGELES,CA,90017,
I-200-18057-015375,CERTIFIED,2/27/18,3/5/18,H-1B,8/28/18,8/27/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,LUNA_ PATRICIA,ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"57,096.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"57,096.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103,
I-200-18057-517778,DENIED,2/26/18,3/1/18,H-1B,8/1/18,7/31/21,WORLD RESOURCES INSTITUTE,,10 G STREET_ NE,WASHINGTON,DC,20002,UNITED STATES OF AMERICA,,2027297821,,Y,SABAGH_ DENYSE,WASHINGTON,DC,RESEARCH ANALYST II,13-2031,BUDGET ANALYSTS,813312,1,0,0,1,0,0,0,Y,"55,000.00",Year,Level II,Other,2017,2017 NATIONAL THINK TANK COMPENSATION SURVEY,"55,485.00",0,Year,N,N,NA,,,WASHINGTON DC,DISTRICT OF COLUMBIA,DC,20002,
I-200-18055-205576,CERTIFIED,2/26/18,3/2/18,H-1B,3/12/18,3/11/21,MACY'S.COM_ LLC,,680 FOLSOM STREET,SAN FRANCISCO,CA,94107,UNITED STATES OF AMERICA,,4154221435,,Y,OYE_ RONALD,SAN FRANCISCO,CA,QUALITY ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,454111,1,1,0,0,0,0,0,Y,"90,691.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY: CUSTOM SURVEY,"96,600.00",0,Year,N,N,,,,SAN FRANCISCO,SAN FRACISCO,CA,94107,
I-200-18053-512093,CERTIFIED,2/23/18,3/1/18,H-1B,3/5/18,3/4/21,BIOLASE_ INC.,,4 CROMWELL,IRVINE,CA,92618,UNITED STATES OF AMERICA,,9492268115,,Y,PACK_ JAMES,IRVINE,CA,SENIOR SOFTWARE ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,423450,1,0,0,0,0,1,0,Y,"71,545.00",Year,N/A,Other,2017,DIETRICH FALL 2017 ENGINEERING SALARY SURVEY,"111,660.12",0,Year,N,N,NA,,,IRVINE,ORANGE,CA,92618,
I-200-18026-461098,CERTIFIED,2/26/18,3/2/18,H-1B,8/13/18,8/12/21,AMPERE COMPUTING EMPLOYER LLC,N/A,4555 GREAT AMERICA PARKWAY,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4153140641,,Y,YOUNOSSI_ HELENA,SOUTH SAN FRANCISCO,CA,SENIOR SOFTWARE ENGINEER (SYSTEMS),15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,334413,1,1,0,0,0,0,0,Y,"113,542.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"113,542.00",0,Year,N,N,NA,Y,,SANTA CLARA,SANTA CLARA,CA,95054,
I-200-18055-152014,CERTIFIED,2/27/18,3/5/18,H-1B,8/23/18,8/22/21,PALO ALTO NETWORKS_ INC.,,3000 TANNERY WAY,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4087534000,,Y,KWOK_ MINETTE,SAN FRANCISCO,CA,SOFTWARE QA ENGINEER,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,541511,1,1,0,0,0,0,0,Y,"103,811.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"118,450.00",0,Year,N,N,NA,,,SANTA CLARA,SANTA CLARA,CA,95054,
I-200-18057-472756,CERTIFIED,2/27/18,3/5/18,H-1B,8/26/18,8/26/21,BDO USA_ LLP,N/A,330 NORTH WABASH,CHICAGO,IL,60611,UNITED STATES OF AMERICA,N/A,3128569100,,Y,COCOCCIA_ AMY,NEW YORK,NY,SENIOR ASSURANCE ASSOCIATE,13-2011,ACCOUNTANTS AND AUDITORS,54121,1,1,0,0,0,0,0,Y,"65,520.00",Year,Level II,OES,2017,OFLC DATA CENTER,"68,500.00",0,Year,N,N,,,,LOS ANGELES,LOS ANGELES,CA,90067,
I-200-18059-637827,DENIED,2/28/18,3/6/18,H-1B,10/1/18,9/30/21,SIARAA TECHNOLOGIES INC.,N/A,100 OVERLOOK CENTER,PRINCETON,NJ,8540,UNITED STATES OF AMERICA,N/A,6093752174,,Y,BHAGWATI_ VIJAY,LAWRENCEVILLE,NJ,COMPUTER SYSTEMS ENGINEER,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,541511,1,1,0,0,0,0,0,Y,"75,546.00",Year,Level III,Other,2017,OFLC ONLINE DATA CENTER,"75,546.00",0,Year,Y,N,Y,Y,,PRINCETON,MERCER,NJ,8540,
I-200-18057-973354,CERTIFIED,2/27/18,3/5/18,H-1B,8/27/18,8/26/21,ADS ALLIANCE DATA SYSTEMS_ INC.,,100 MONTGOMERY ST.,SAN FRANCISCO,CA,94104,UNITED STATES OF AMERICA,,4153676876,,Y,DUONG_ DAVID,ADDISON,TX,MANAGER_ DEVELOPMENT,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541910,1,1,0,0,0,0,0,Y,"95,100.00",Year,N/A,Other,2017,TOWERS WATSON DATA SERVICES CSR PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPEN,"95,100.00",0,Year,N,N,NA,,,IRVING,DALLAS,TX,75039,
I-200-18058-580665,CERTIFIED,2/27/18,3/5/18,H-1B,8/29/18,8/28/21,UBILINX TECHNOLOGY INC.,,2841 JUNCTION AVENUE_ SUITE 202,SAN JOSE,CA,95134,UNITED STATES OF AMERICA,,4089439988,,Y,LEE_ WENGLIN,FREMONT,CA,MASK DESIGN MANAGER,Nov-41,ARCHITECTURAL AND ENGINEERING MANAGERS,334413,1,1,0,0,0,0,0,Y,"140,169.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"143,000.00",0,Year,N,N,NA,,,SAN JOSE,SANTA CLARA,CA,95134,
I-200-18057-018659,CERTIFIED,2/27/18,3/5/18,H-1B,8/27/18,8/27/21,ERNST & YOUNG U.S. LLP,N/A,200 PLAZA DRIVE,SECAUCUS,NJ,7094,UNITED STATES OF AMERICA,,2018723003,,Y,BRADSHAW_ MELANIE,TORONTO,,MANAGEMENT ANALYSTS,13-1111,MANAGEMENT ANALYSTS,541211,50,50,0,0,0,0,0,Y,"69,700.00",Year,N/A,Other,2017,TOWERS WATSON: 2017 PROFESSIONAL (ADMINISTRATIVE AND SALES) COMPENSATION SURVE,"69,700.00","110,000.00",Year,N,N,NA,,,LOS ANGELES,LOS ANGELES,CA,90017,
I-200-18011-645129,CERTIFIED,3/1/18,3/7/18,H-1B,7/3/18,7/2/21,ICF INCORPORATED_ LLC,,9300 LEE HIGHWAY,FAIRFAX,VA,22031,UNITED STATES OF AMERICA,,7039343203,,Y,GO_ MARIA KAMILLE,WASHINGTON,DC,SENIOR ASSOCIATE,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541612,1,0,1,0,0,0,0,Y,"106,200.00",Year,N/A,Other,2017,HUMAN RESOURCES ASSOCIATION OF THE NATIONAL CAPITAL AREA 2017 COMPENSATION SUR,"117,852.80",0,Year,N,N,NA,,,FAIRFAX,FAIRFAX,VA,22031,
I-200-18042-592205,CERTIFIED,2/27/18,3/5/18,H-1B,8/11/18,8/10/21,NTT DATA_ INC.,N/A,100 CITY SQUARE,BOSTON,MA,2129,UNITED STATES OF AMERICA,,6175171483,,Y,DROZDOWSKI_ ANDREW,RALEIGH,NC,APPLICATION TESTING AND QA PRINCIPAL CONSULTANT,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,541511,1,1,0,0,0,0,0,Y,"78,209.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"78,209.00","108,209.00",Year,N,N,NA,Y,,MALVERN,CHESTER,PA,19355,
I-200-18067-329142,CERTIFIED,3/9/18,3/15/18,H-1B,4/2/18,4/1/21,SAILPOINT TECHNOLOGIES_ INC.,,7300 RANCH ROAD 2222,AUSTIN,TX,78730,UNITED STATES OF AMERICA,,5123462000,,Y,STEGER_ SUSAN,ADDISON,TX,ENGINEER 5,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,511210,1,0,0,0,0,1,0,Y,"95,600.00",Year,N/A,Other,2017,WILLIS TOWERS WATSON DATA SERVICES: REPORT ON CSR PROFESSIONAL TECHNICAL AND O,"95,600.00","115,000.00",Year,N,N,NA,,,AUSTIN,TRAVIS,TX,78726,
I-200-18067-222047,CERTIFIED,3/8/18,3/14/18,H-1B,3/8/18,3/8/21,MASTECH DIGITAL CONSULTING_ INC.,,1305 CHERRINGTON PARKWAY,MOON TOWNSHIP,PA,15108,UNITED STATES OF AMERICA,,4127872100,9553,N,_,,,SENIOR SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,6,1,1,1,1,1,1,Y,"104,270.00",Year,Level III,OES,2018,OFLC (ONLINE DATA CENTER),"104,270.00","119,270.00",Year,Y,N,Y,Y,,MALVERN,CHESTER,PA,19355,
I-200-18067-310472,CERTIFIED,3/8/18,3/14/18,H-1B,7/1/18,6/30/20,EMORY UNIVERSITY,,1380 S. OXFORD ROAD NE,ATLANTA,GA,30322,UNITED STATES OF AMERICA,,4047275334,,N,_,,,MEDICAL HOUSE STAFF/RESIDENT,29-9099,HEALTHCARE PRACTITIONERS AND TECHNICAL WORKERS_,611310,1,1,0,0,0,0,0,Y,"53,140.00",Year,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS AND BENEFITS,"60,141.00",0,Year,N,N,,Y,,ATLANTA,DEKALB,GA,30322,
I-200-18067-059744,CERTIFIED,3/8/18,3/14/18,H-1B,8/1/18,12/31/20,OMNITRUST TECHNOLOGIES LLC,OMNITRUST,6515 SHILOH ROD,ALPHARETTA,GA,30005,UNITED STATES OF AMERICA,NA,4702427085,0,N,_,,,SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,39.47,Hour,Level II,Other,2017,OFLC ONLINE DATA CENTER,39.47,0,Hour,Y,N,Y,Y,,ALPHARETTA,FORSYTHE,GA,30005,
I-200-18058-325265,CERTIFIED,2/27/18,3/5/18,H-1B,7/1/18,6/30/21,LRGHEALTHCARE,,80 HIGHLAND STREET,LACONIA,NH,3246,UNITED STATES OF AMERICA,,6035272815,,Y,WINER_ STEVEN,CONCORD,NH,HOSPITALISTS,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,622110,2,2,0,0,0,0,0,Y,"208,000.00",Year,N/A,OES,2017,OFLC ONLINE DATA CENTER,"226,720.00",0,Year,N,N,NA,Y,,PLYMOUTH,GRAFTON,NH,3264,
I-200-18067-716173,CERTIFIED,3/8/18,3/14/18,H-1B,9/1/18,8/31/21,MEXUS SOLUTIONS_ INC.,N/A,500 S. KRAEMER BLVD.,BREA,CA,92821,UNITED STATES OF AMERICA,,7149889347,,Y,GUAN_ HONG-JIN,SAN JOSE,CA,TECHNICAL PROGRAM MANAGER,17-2199,ENGINEERS_ ALL OTHER,541214,1,1,0,0,0,0,0,Y,"61,618.00",Year,N/A,Other,2017,DIETRICH ASSOCIATES INC. FALL ENGINEERING SALARY SURVEY,"62,000.00",0,Year,N,N,NA,,,CUPERTINO,SANTA CLARA,CA,95104,
I-200-18066-994641,CERTIFIED,3/7/18,3/13/18,H-1B,9/5/18,9/5/21,BLACK & VEATCH CORPORATION,,11401 LAMAR AVENUE,OVERLAND PARK,KS,66211,UNITED STATES OF AMERICA,,9134582000,,Y,MCCRUMMEN_ ROGER,N. KANSAS CITY,MO,CIVIL ENGINEER 2,17-2051,CIVIL ENGINEERS,541330,1,1,0,0,0,0,0,Y,"88,224.00",Year,N/A,Other,2017,DIETRICH FALL ENGINEERING SALARY SURVEY,"88,224.00","138,932.00",Year,N,N,NA,,,BURLINGTON,MIDDLESEX,MA,1803,
I-200-18066-883104,CERTIFIED,3/7/18,3/13/18,H-1B,7/25/18,7/25/21,INDEED_ INC.,,6433 CHAMPION GRANDVIEW WAY,AUSTIN,TX,78750,UNITED STATES OF AMERICA,,5124595300,,Y,MERRITT_ NICOLE,AUSTIN,TX,INTERNATIONAL OPERATIONS ANALYST,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,518112,1,1,0,0,0,0,0,Y,"47,590.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"47,590.00","62,100.00",Year,N,N,NA,,,AUSTIN,TRAVIS,TX,78750,
I-200-18042-641385,CERTIFIED,3/3/18,3/8/18,H-1B,8/11/18,8/10/21,NTT DATA_ INC.,N/A,100 CITY SQUARE,BOSTON,MA,2129,UNITED STATES OF AMERICA,,6175171483,,Y,DROZDOWSKI_ ANDREW,RALEIGH,NC,BUSINESS CONSULTING PRINCIPAL CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,1,0,0,0,0,0,Y,"86,751.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"86,751.00","116,751.00",Year,N,N,NA,Y,,TEMPE,MARICOPA,AZ,85284,
